#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-02-21T13:31:39 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T13:31:39	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=Vmag&-out=RAICRS&-out=DEICRS&HIPep=HIPep&Erratum=Erratum&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RAICRS	(F12.8)	? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	HIP	Vmag	RAICRS	DEICRS
244.9936095041	-77.1233596701	 80011	 9.39	244.99367418	-77.12335425
244.9950147281	-03.0249343893	 80012	 8.63	244.99503695	-03.02492999
244.9983054723	-40.8182363603	 80013	 7.72	244.99816843	-40.81795585
245.0006291890	-59.6938768353	 80014	 8.95	245.00057611	-59.69387387
245.0005438584	-45.4240938586	 80015	10.27	245.00065665	-45.42407106
245.0015958899	-09.8509818917	 80016	 8.07	245.00159066	-09.85092735
245.0019244940	-64.6488156014	 80017	 6.70	245.00201867	-64.64873515
245.0165795668	-20.0448686379	 80019	 8.05	245.01661553	-20.04480644
245.0169885717	+45.2166581458	 80020	 9.19	245.01700434	+45.21663000
245.0178158268	+21.1326104912	 80021	 6.04	245.01787748	+21.13273671
245.0186925319	-69.9634233148	 80022	 8.67	245.01882668	-69.96335436
245.0197712923	-63.9406338464	 80023	 7.66	245.01970927	-63.94057527
245.0228828417	-20.0563992043	 80024	 7.36	245.02291666	-20.05633793
245.0366888500	-36.2878544830	 80025	 8.93	245.03663198	-36.28761274
245.0384153192	+27.3333452848	 80026	 7.79	245.03847491	+27.33330958
245.0408977026	-25.8573428527	 80027	 9.54	245.04099356	-25.85728870
245.0440251225	+73.1783116901	 80028	 8.72	245.04401454	+73.17830977
245.0440060001	-23.8034353119	 80029	10.10	245.04408992	-23.80335768
245.0464632623	+05.7174170851	 80030	 8.77	245.04651495	+05.71742654
245.0505943433	-47.2492541743	 80031	 8.11	245.05059753	-47.24923665
245.0547262108	-46.3491258098	 80032	 8.04	245.05478917	-46.34908048
245.0559990928	-38.9081158810	 80033	 9.19	245.05597904	-38.90788894
245.0580631041	+80.0425994701	 80034	 9.02	245.05775991	+80.04253963
245.0609028861	-39.6300209351	 80035	 6.89	245.06087603	-39.63006014
245.0646351520	-28.7169074842	 80036	 9.11	245.06468404	-28.71685163
245.0661776055	-04.5578894044	 80037	 8.32	245.06618987	-04.55788046
245.0689987516	+49.0519707635	 80038	 8.14	245.06922650	+49.05184542
245.0706058450	+40.2594255528	 80039	 8.13	245.07065999	+40.25945190
245.0709628251	+33.0532800524	 80040	 8.37	245.07096500	+33.05329466
245.0715929967	-74.3059219181	 80041	 7.28	245.07144339	-74.30593988
245.0758658101	+36.9755839007	 80042	 6.57	245.07590813	+36.97563905
245.0748764636	-48.2258060715	 80043	 8.91	245.07634699	-48.22389406
245.0809795821	+11.1106624246	 80044	 9.14	245.08100886	+11.11066031
245.0819597092	+59.7708092587	 80045	 7.55	245.08198042	+59.77084754
245.0853997071	-41.6681774489	 80046	 9.14	245.08543283	-41.66802306
245.0866899500	-78.6957450240	 80047	 4.68	245.08681283	-78.69565609
245.0879831899	-13.6810974428	 80048	 8.90	245.08790982	-13.68105204
245.0898168330	-25.1149813389	 80049	 8.98	245.08983157	-25.11495995
245.0913157583	-43.7292147369	 80050	 9.29	245.09136009	-43.72912398
245.1024174640	+52.0390351911	 80051	 6.63	245.10233986	+52.03904433
245.1024484992	-65.7118546243	 80052	 8.44	245.10247509	-65.71183535
245.1032510777	-04.2673090054	 80053	10.69	245.10426829	-04.26725427
245.1052109189	-55.1397061069	 80054	 5.76	245.10512753	-55.13967135
245.1055934606	+30.5096209349	 80055	 8.48	245.10582694	+30.50954289
245.1099155701	+11.9381298712	 80056	 8.11	245.10991875	+11.93823684
245.1119116536	-78.6674959586	 80057	 5.27	245.11193231	-78.66742066
245.1148079087	-11.5320639743	 80058	10.22	245.11493390	-11.53186270
245.1172156960	-21.5090220349	 80059	 8.58	245.11723913	-21.50896008
245.1175429853	-12.9110376311	 80060	 6.56	245.11766582	-12.91111502
245.1225187729	-18.6903214457	 80061	 7.81	245.12253463	-18.69030397
245.1260924189	-20.1177396442	 80063	 7.55	245.12612858	-20.11767154
245.1273122903	-20.1144588572	 80062	 8.41	245.12740185	-20.11439051
245.1290697205	-46.2628687733	 80064	 9.40	245.12929184	-46.26266502
245.1354665867	-45.8096955565	 80065	 8.62	245.13550979	-45.80960006
245.1359033506	-39.4303443750	 80066	 6.11	245.13594772	-39.43023500
245.1379767921	-73.3480055718	 80067	 9.11	245.13807620	-73.34797536
245.1397768543	-01.7626444926	 80069	11.35	245.13981564	-01.76265176
245.1399061700	+51.8348270336	 80068	 8.41	245.13990794	+51.83478236
245.1409490795	-29.5148504742	 80070	 7.75	245.14095609	-29.51482087
245.1419627110	-68.5366488469	 80071	 7.20	245.14206866	-68.53662109
245.1435552307	-17.0816977267	 80072	 8.37	245.14354745	-17.08170006
245.1457158854	+34.6278030714	 80073	 8.86	245.14571559	+34.62786962
245.1457499574	+45.5791899032	 80074	 7.51	245.14582125	+45.57905124
245.1484837703	+56.0434622636	 80075	 8.77	245.14848451	+56.04345784
245.1514882887	+41.0480837325	 80076	 8.72	245.15152258	+41.04815592
245.1524647282	+25.8869428490	 80077	 8.11	245.15247748	+25.88695104
245.1532645397	+26.1048163046	 80078	 8.68	245.15323501	+26.10486844
245.1590863109	-24.1693200235	 80079	 4.55	245.15909758	-24.16928427
245.1594924659	-33.1083767644	 80080	 9.19	245.15942506	-33.10834857
245.1618200136	-56.0413432291	 80081	 9.49	245.16188489	-56.04082625
245.1653523647	-08.0955443143	 80082	 9.97	245.16529968	-08.09551979
245.1691235804	-17.6496600827	 80083	11.37	245.16994794	-17.64851714
245.1737095579	+49.7918239518	 80084	 9.15	245.17362974	+49.79189524
245.1803996106	-21.8406745078	 80085	 6.80	245.18039330	-21.84065273
245.1907129706	+20.5591325723	 80086	10.49	245.19103904	+20.55881609
245.1930714803	-12.6979568294	 80087	 9.31	245.19309353	-12.69791901
245.2092993102	-22.5941056619	 80088	 9.00	245.20932432	-22.59405953
245.2095294114	-62.6520466354	 80089	 8.96	245.20966475	-62.65197350
245.2128320050	-68.3249653056	 80090	 9.00	245.21303568	-68.32486908
245.2135030325	+54.3862091137	 80091	 7.76	245.21353897	+54.38613277
245.2151458194	+24.9719664150	 80092	 9.33	245.21513917	+24.97192179
245.2197475268	+40.9614481725	 80093	 8.99	245.21979056	+40.96117561
245.2349540726	-47.0081844967	 80094	 8.96	245.23497136	-47.00815708
245.2391321351	+67.9074619257	 80095	 8.55	245.23913388	+67.90746020
245.2512891397	+19.3602907613	 80096	 9.11	245.25140878	+19.36091381
245.2546392114	-06.5972174425	 80097	 9.31	245.25460481	-06.59718813
245.2597206147	-30.3524963487	 80098	 9.47	245.25978320	-30.35244888
245.2679209171	+72.3168965382	 80099	 8.92	245.26802438	+72.31686725
245.2685193285	+37.6589054851	 80100	 9.14	245.26851196	+37.65891494
245.2728711992	+00.6277575672	 80101	 7.96	245.27283627	+00.62776097
245.2739307607	+58.4507999694	 80102	12.79	245.27396495	+58.45077265
245.2758656258	+23.6351442667	 80103	 9.00	245.27583806	+23.63516410
245.2790061749	-47.6605612375	 80104	10.33	245.27884703	-47.66053963
245.2791651275	+28.5035185983	 80105	 9.26	245.27919663	+28.50353289
245.2807557160	+46.7021156237	 80106	 9.13	245.28075483	+46.70209703
245.2813712475	-12.0264546751	 80107	 9.39	245.28139585	-12.02637138
245.2822454812	-31.7626763525	 80108	 9.11	245.28225117	-31.76264179
245.2842998815	-19.9450230053	 80109	 8.72	245.28465202	-19.94447528
245.2853907634	+51.4885503314	 80110	 7.93	245.28536988	+51.48856963
245.2946329356	+22.2398223007	 80111	 6.91	245.29465305	+22.23985645
245.2971501495	-25.5927964129	 80112	 2.90	245.29717718	-25.59275259
245.2997061123	+43.8197674901	 80113	 7.94	245.29963436	+43.81976382
245.2971470438	-71.2869494245	 80114	 9.76	245.30066217	-71.28593611
245.3021952327	-52.4698184147	 80115	 7.65	245.30228309	-52.46975838
245.3046205486	-72.6535441333	 80116	 9.60	245.30467313	-72.65348930
245.3114242141	+22.9884537010	 80117	 7.92	245.31142762	+22.98856451
245.3149672718	+27.3755697090	 80118	 8.57	245.31498884	+27.37515615
245.3162456048	-30.1011899991	 80119	 8.27	245.31617211	-30.10118052
245.3171855651	-01.8699551064	 80120	 8.93	245.31723053	-01.86975828
245.3177973036	+48.8827783492	 80121	 9.38	245.31774116	+48.88277587
245.3189533784	+74.5635992292	 80122	10.80	245.31990106	+74.56306395
245.3266469626	-27.2315455744	 80123	 8.89	245.32669428	-27.23152613
245.3290254863	+20.0765862496	 80124	 8.73	245.32902088	+20.07659551
245.3296105871	-42.8804349425	 80125	 9.27	245.32978917	-42.88022696
245.3299632357	-23.7079820024	 80126	 7.04	245.32999233	-23.70792311
245.3339813912	-67.3888896175	 80127	 7.90	245.33404031	-67.38883668
245.3362877160	+35.8976940454	 80128	 8.63	245.33631502	+35.89770316
245.3367621660	-13.1057476797	 80129	 8.20	245.33689750	-13.10589677
245.3381180226	-22.1089625006	 80130	 8.62	245.33815643	-22.10891457
245.3438879140	+28.9954131488	 80131	 9.25	245.34388897	+28.99539018
245.3447945882	-53.1076483287	 80132	 8.46	245.34480552	-53.10762186
245.3452511285	+50.8972311684	 80133	 8.92	245.34533799	+50.89730304
245.3472317938	+06.6653255697	 80134	 8.08	245.34744266	+06.66527516
245.3478258289	+41.4350845643	 80135	 7.89	245.34784366	+41.43517204
245.3477578485	-71.0754217581	 80137	 8.59	245.34811360	-71.07531163
245.3481722845	-53.0344813818	 80136	 8.54	245.34817378	-53.03447042
245.3515964104	+05.0840067478	 80138	 9.74	245.35159602	+05.08400947
245.3526470219	+09.3450085971	 80139	 9.42	245.35268971	+09.34497542
245.3582658760	-33.3012668600	 80140	 7.39	245.35834041	-33.30121261
245.3626343402	-48.1886244142	 80142	 6.51	245.36268261	-48.18856856
245.3630129471	-53.1008244329	 80141	 8.36	245.36301319	-53.10080161
245.3715985286	-52.8239745847	 80143	 9.20	245.37165822	-52.82392680
245.3759511181	-69.7229953711	 80144	 8.56	245.37616159	-69.72280134
245.3905896200	-44.6888646960	 80145	10.57	245.39058962	-44.68883288
245.3922289210	-39.4314158033	 80146	 8.79	245.39195455	-39.43124688
245.3929775325	+38.9389302487	 80147	 9.08	245.39292716	+38.93894928
245.3930531677	-33.2345455010	 80148	 7.36	245.39299476	-33.23453031
245.3952891211	+00.0768069028	 80149	 6.85	245.39533501	+00.07690675
245.4009661260	+56.8770829674	 80150	 7.58	245.40098503	+56.87705645
245.4038202961	-51.7510771351	 80151	 6.87	245.40392791	-51.75088884
245.4060198368	-71.8738984232	 80152	 6.71	245.40626976	-71.87383134
245.4115901471	+14.5691502228	 80153	10.26	245.41168741	+14.56959657
245.4119190590	+70.4975769235	 80154	 7.32	245.41176151	+70.49767575
245.4154081791	+39.6047218428	 80155	10.74	245.41546714	+39.60469744
245.4229925199	+21.6539844478	 80156	 8.32	245.42306386	+21.65404142
245.4255024550	+05.8073665711	 80157	 7.64	245.42561000	+05.80738096
245.4296670170	-79.8320144359	 80158	 8.00	245.42999759	-79.83188620
245.4366146487	-10.1861480779	 80159	 8.27	245.43654496	-10.18615938
245.4406627607	-42.0037275371	 80160	 7.44	245.44070937	-42.00368561
245.4529631965	+69.1093913804	 80161	 5.26	245.45308916	+69.10941712
245.4536670383	+07.1748308024	 80162	 9.83	245.45434297	+07.17526473
245.4593435937	+00.5623656615	 80163	 8.34	245.45927816	+00.56280654
245.4666441345	+21.8122233922	 80164	 7.09	245.46666822	+21.81218217
245.4680081932	-18.5677511291	 80165	 9.36	245.46812942	-18.56775040
245.4771728565	+13.4552764148	 80166	 7.39	245.47725088	+13.45546121
245.4773489472	-55.5516191326	 80167	 7.00	245.47742904	-55.55152665
245.4792138644	-44.8156579827	 80168	 8.58	245.47909014	-44.81560383
245.4794766071	-21.4782267849	 80169	10.13	245.47953151	-21.47819808
245.4800599677	+19.1531302770	 80170	 3.74	245.48018203	+19.15302185
245.4809957008	-24.9913027200	 80171	 8.80	245.48149073	-24.99103045
245.4832361723	+06.5464042187	 80172	 9.26	245.48322164	+06.54647925
245.4875746549	-51.5118670574	 80173	10.15	245.48757114	-51.51184754
245.4895373959	-49.6624459931	 80174	 8.19	245.48953105	-49.66244050
245.4928468743	+22.5400605837	 80175	 8.56	245.49298269	+22.54007349
245.4971081515	-03.4883065394	 80176	 9.38	245.49710277	-03.48830547
245.5002743840	-64.4047718178	 80177	 8.98	245.50026105	-64.40471504
245.5130519096	-57.5675113140	 80178	 8.40	245.51309016	-57.56747838
245.5185072707	-44.9512623794	 80180	 9.44	245.51844631	-44.95124381
245.5181208179	+01.0290390754	 80179	 4.82	245.51850007	+01.02892219
245.5242664893	+30.8919959619	 80181	 4.86	245.52454222	+30.89173424
245.5294487842	+12.2145560905	 80182	 8.18	245.52928408	+12.21472341
245.5452430921	+11.3297594340	 80183	 9.17	245.54524686	+11.32982975
245.5538170674	+00.4982288544	 80184	 7.70	245.55384852	+00.49829166
245.5576126795	+36.2576024483	 80185	 9.06	245.55757247	+36.25760099
245.5599514542	-43.2002377043	 80186	 7.62	245.55993635	-43.20019743
245.5627365517	+02.8754134524	 80187	 7.24	245.56271095	+02.87543506
245.5663753982	+08.9389343176	 80188	 8.15	245.56638524	+08.93897921
245.5673104101	+18.5373386224	 80190	10.81	245.56728762	+18.53717648
245.5711572114	+18.5338937158	 80194	11.84	245.57124091	+18.53395307
245.5713511537	-05.6787691232	 80191	 9.10	245.57132304	-05.67865146
245.5714956886	+24.7420914840	 80189	 8.78	245.57142707	+24.74210755
245.5724557244	-08.7416358967	 80193	 7.34	245.57251735	-08.74161023
245.5727128884	+80.7254225051	 80192	 8.90	245.57266855	+80.72542846
245.5803799187	+03.0849968992	 80195	 7.32	245.58045114	+03.08503642
245.5829491485	-24.3633783758	 80196	 9.35	245.58296964	-24.36332748
245.5892722953	+33.7990517612	 80197	 5.20	245.58925615	+33.79914473
245.5903130056	-31.2511071689	 80198	 8.21	245.59029970	-31.25108578
245.5912956504	-32.3314890693	 80199	 9.45	245.59119457	-32.33140242
245.5919096598	-80.7458229984	 80200	 7.04	245.59257241	-80.74580319
245.5935481547	-76.4760511668	 80201	 9.01	245.59324196	-76.47608466
245.6001245635	+09.9083352051	 80202	 8.22	245.60009535	+09.90833241
245.6019465093	+08.9866647394	 80203	 8.54	245.60202486	+08.98660242
245.6051685030	-56.4233643396	 80204	 8.17	245.60518116	-56.42336310
245.6071866226	+14.5637510690	 80205	 9.09	245.60722065	+14.56378201
245.6097185290	+37.7484307961	 80206	 9.23	245.60970651	+37.74846006
245.6099119949	-34.3446570507	 80207	 8.99	245.60987717	-34.34463170
245.6166459942	-49.5723544487	 80208	 5.32	245.61669217	-49.57229123
245.6174378255	-54.6345932359	 80209	 7.90	245.61751564	-54.63450542
245.6191508329	-75.6792572376	 80210	 7.99	245.61916911	-75.67923738
245.6198909428	+53.5418205843	 80211	 8.64	245.61987540	+53.54183106
245.6211128345	-43.9120510839	 80212	 5.89	245.62114131	-43.91202357
245.6214585226	+03.7730195903	 80213	 9.08	245.62147153	+03.77303500
245.6215830771	+49.5878004064	 80215	 9.11	245.62159305	+49.58782408
245.6217444391	+33.7034784507	 80214	 5.40	245.62175969	+33.70335685
245.6256582816	-32.3106349358	 80216	 9.06	245.62566573	-32.31063129
245.6328010365	-12.4286296491	 80217	 9.02	245.63299278	-12.42847142
245.6363402095	-04.2492445311	 80218	 7.34	245.63653441	-04.24881792
245.6418288933	+76.4450594900	 80219	 7.43	245.64186073	+76.44500874
245.6418380477	-33.6753819565	 80220	 8.41	245.64192374	-33.67532671
245.6428659294	-53.9042662248	 80221	 8.31	245.64425412	-53.90403883
245.6493908552	-50.5438972405	 80222	 8.21	245.64943679	-50.54383706
245.6530401474	-24.3829705207	 80224	 8.60	245.65304850	-24.38290142
245.6543154023	+88.6060937375	 80223	 8.32	245.65417452	+88.60603030
245.6572779391	-63.4619213750	 80225	 8.71	245.65733816	-63.46189425
245.6595563150	+21.7566913561	 80226	 7.94	245.65958730	+21.75670837
245.6621059405	-02.0798701289	 80227	 6.24	245.66212496	-02.07985224
245.6724465117	+28.4617084147	 80228	 8.79	245.67251010	+28.46167113
245.6706524435	-48.6555570544	 80229	11.82	245.67281906	-48.65438229
245.6761925021	-54.6882376147	 80230	 9.04	245.67621462	-54.68821958
245.6913483407	+44.0836118416	 80231	 7.70	245.69127072	+44.08364655
245.6951958109	+44.2525667540	 80232	 9.62	245.69529320	+44.25296082
245.6957994185	-62.5692518943	 80233	 7.29	245.69572835	-62.56926062
245.7088965695	-07.3663424464	 80234	 9.32	245.70897970	-07.36626287
245.7127300772	+61.4354754867	 80235	 7.88	245.71270583	+61.43549707
245.7148666375	+50.7569749012	 80236	 8.57	245.71498897	+50.75707837
245.7155618432	-30.7627497775	 80237	 8.75	245.71561997	-30.76276509
245.7157360780	-23.1187564549	 80238	 7.54	245.71576906	-23.11869275
245.7205765742	+17.4032725019	 80239	 8.38	245.72071868	+17.40322637
245.7233057273	-17.0191419828	 80240	 6.87	245.72324640	-17.01912633
245.7255259280	-75.9746853577	 80241	 6.86	245.72568178	-75.97464258
245.7279214021	+61.6946282107	 80243	 8.71	245.72733059	+61.69451733
245.7273862081	-31.0772419161	 80242	 9.62	245.72739055	-31.07723968
245.7283616222	-66.8873422423	 80244	 6.75	245.72844546	-66.88731485
245.7308575146	-31.0741246982	 80245	 9.57	245.73083223	-31.07409716
245.7331457302	-55.0377839501	 80246	 7.95	245.73315082	-55.03776803
245.7354124732	+32.3330126958	 80247	 6.41	245.73534870	+32.33303005
245.7477350792	-07.2089357935	 80248	 7.47	245.74777173	-07.20895079
245.7477160454	-53.6863590562	 80249	 8.53	245.74798237	-53.68611831
245.7506098194	-61.6887615624	 80250	 8.30	245.75152462	-61.68799543
245.7540623768	-40.6137056354	 80251	 9.03	245.75406449	-40.61370250
245.7564936967	+04.5902699182	 80252	 8.99	245.75659328	+04.59028263
245.7566675064	-47.6589430203	 80253	10.24	245.75666065	-47.65894443
245.7580530484	+32.6265107073	 80254	 7.63	245.75812892	+32.62653144
245.7596480261	-71.9184518357	 80255	 7.76	245.75963996	-71.91832411
245.7683716409	-04.5175090501	 80256	 9.42	245.76837286	-04.51751238
245.7690661465	+19.5059828226	 80257	 7.39	245.76910106	+19.50594809
245.7703710497	+36.8420789717	 80258	10.71	245.77093036	+36.84172873
245.7712795864	+30.8501721343	 80259	 9.54	245.77131775	+30.85015286
245.7738703828	+13.8398132855	 80260	 7.95	245.77394185	+13.83979248
245.7746609708	-00.8561624354	 80261	 7.46	245.77470317	-00.85616280
245.7752542629	+17.4687981290	 80262	 8.44	245.77558964	+17.46805873
245.7778272467	+70.7968188835	 80263	 7.58	245.77778823	+70.79682338
245.7795316104	+50.3442147748	 80264	 7.42	245.77931909	+50.34423490
245.7814903753	+65.1325115689	 80265	 9.23	245.78146951	+65.13249718
245.7816010471	-00.2635214219	 80266	 8.14	245.78171684	-00.26347004
245.7817236518	-37.4245775787	 80267	 6.77	245.78192066	-37.42445994
245.7818392097	-24.7097843524	 80268	10.23	245.78276639	-24.70813989
245.7829517424	-18.7568384308	 80269	 9.62	245.78302323	-18.75666416
245.7868330006	+47.6301118099	 80270	 7.80	245.78699382	+47.63003831
245.7882353853	+35.5884224708	 80271	 9.33	245.78834364	+35.58842145
245.7890393105	+80.3513638410	 80272	 7.73	245.78930179	+80.35127673
245.7893543685	-00.7080565205	 80273	 8.15	245.78962491	-00.70757634
245.7903619115	+04.0883664458	 80274	 8.98	245.79038528	+04.08841880
245.7917839002	+25.4196380387	 80275	10.10	245.79171334	+25.41964307
245.7970021489	-21.2832664572	 80276	 9.14	245.79700434	-21.28326286
245.7973863799	-34.9249502714	 80277	 7.17	245.79746891	-34.92483132
245.8023444677	-34.5639334483	 80278	 8.78	245.80248617	-34.56382174
245.8112126455	+33.6970845920	 80279	 7.65	245.81132696	+33.69683704
245.8114598605	+62.4814375529	 80280	 8.27	245.81153577	+62.48140423
245.8234266087	+35.6117678889	 80281	 7.19	245.82339145	+35.61186550
245.8265509203	-13.9779435252	 80282	 9.20	245.82679999	-13.97762381
245.8341579469	+66.6228603990	 80283	10.22	245.83414104	+66.62282484
245.8371631722	+58.7139634478	 80284	 8.94	245.83736541	+58.71383300
245.8387500703	-51.5024756265	 80285	 8.99	245.83878611	-51.50243438
245.8396798231	+64.0936161660	 80286	 8.42	245.83974341	+64.09361760
245.8397664962	-14.7159051008	 80287	 9.33	245.83983495	-14.71586733
245.8429475820	+10.0047527230	 80288	 8.60	245.84281781	+10.00482773
245.8437236799	+13.2760700621	 80289	 8.85	245.84370972	+13.27613226
245.8455588670	-26.3712230840	 80290	 9.60	245.84560797	-26.37113940
245.8472959154	-08.9825344051	 80291	 8.38	245.84741595	-08.98244936
245.8503251142	+23.9559247717	 80292	 9.64	245.85034570	+23.95591573
245.8525144054	+01.5474099653	 80293	 8.67	245.85251832	+01.54764150
245.8567535843	-52.2492863187	 80294	 9.99	245.85676343	-52.24928085
245.8621341908	-11.5946130616	 80295	10.40	245.86251148	-11.59431685
245.8654948012	-56.3297539017	 80296	 8.23	245.86552036	-56.32972386
245.8811942621	+02.2145981160	 80297	 8.91	245.88117006	+02.21457680
245.8865401720	+44.3784077328	 80298	 8.60	245.88654024	+44.37837108
245.8874965300	-34.9501831872	 80299	 9.91	245.88756672	-34.94999059
245.8909864223	-39.2294898282	 80300	11.01	245.89074946	-39.22948995
245.8923370474	+48.0526918225	 80301	 8.52	245.89235221	+48.05273951
245.8987452054	+21.0575376528	 80302	 8.08	245.89872812	+21.05754825
245.9018549907	+46.8413224312	 80303	 9.73	245.90197520	+46.84082390
245.9085673563	-60.1377335382	 80304	 8.77	245.90856638	-60.13771825
245.9163625876	-41.0740583035	 80305	 7.39	245.91636852	-41.07402780
245.9321639242	-02.2650830697	 80306	 8.31	245.93215327	-02.26508516
245.9384341638	-41.2471725525	 80307	 7.53	245.93858458	-41.24708182
245.9420870496	-40.7751221032	 80308	 9.48	245.94209119	-40.77511469
245.9465650289	+11.5909595397	 80310	 7.76	245.94656488	+11.59103863
245.9465431890	-26.2710465726	 80311	 8.92	245.94657333	-26.27100134
245.9464729717	+61.6964612845	 80309	 5.67	245.94662440	+61.69637867
245.9467005870	-36.4518021557	 80312	 8.35	245.94677607	-36.45173743
245.9474966147	+33.1543637093	 80313	11.09	245.94754414	+33.15429281
245.9493445072	+42.1113018399	 80314	 8.00	245.94938461	+42.11127226
245.9579274925	-02.9749188175	 80315	 9.25	245.95806571	-02.97476088
245.9638579675	-30.1813534982	 80316	 7.98	245.96385808	-30.18135396
245.9693614281	+16.1009553153	 80317	 8.48	245.96933441	+16.10103810
245.9742363956	+22.8149502312	 80318	 9.01	245.97428879	+22.81492945
245.9744130891	-29.7778082264	 80320	 9.28	245.97445669	-29.77774440
245.9747614491	+83.2827478921	 80319	 9.89	245.97467002	+83.28275409
245.9801344535	+41.8730944153	 80321	 9.13	245.98018100	+41.87313170
245.9819049907	+28.3840404506	 80322	 7.48	245.98193806	+28.38404327
245.9855258823	-52.2978533961	 80323	 8.74	245.98552624	-52.29784416
245.9863230351	-33.1993959560	 80324	 6.45	245.98635397	-33.19932914
245.9892787791	+27.3390946072	 80325	 8.89	245.98925336	+27.33908751
245.9893812119	+30.6138697820	 80326	 9.37	245.98948277	+30.61396348
245.9897994730	+38.6417492661	 80327	 7.88	245.98985726	+38.64172953
245.9903395058	+50.2028026644	 80328	 8.15	245.99039582	+50.20274997
245.9925222306	+19.1950734064	 80329	 8.93	245.99252483	+19.19504283
245.9940973243	+43.0741633947	 80330	 8.16	245.99417991	+43.07413311
245.9978586976	+61.5142131239	 80331	 2.73	245.99794523	+61.51407536
245.9998193785	+12.8660405518	 80332	 8.97	245.99985887	+12.86603134
246.0011081311	+20.3007609489	 80333	 9.12	246.00113967	+20.30073256
246.0024382870	+19.6345615143	 80334	 7.84	246.00247568	+19.63457024
246.0040368780	+29.6159716144	 80335	 7.86	246.00407820	+29.61599592
246.0040661472	-58.6056509753	 80336	 7.17	246.00431395	-58.60549542
246.0053743172	-39.1929802816	 80337	 5.37	246.00514651	-39.19298857
246.0120583950	-25.4150094101	 80338	 9.41	246.01209031	-25.41494974
246.0149374822	-31.8567844379	 80339	 9.89	246.01484800	-31.85669949
246.0161141928	-11.0236302486	 80340	 7.58	246.01611865	-11.02367745
246.0177714462	-32.2588197285	 80341	 8.62	246.01776679	-32.25874460
246.0185512726	-70.1452782243	 80342	 7.05	246.01868252	-70.14514870
246.0257664679	-20.0373268943	 80343	 4.48	246.02582204	-20.03721137
246.0261060143	-13.0513746610	 80344	10.22	246.02619062	-13.05130347
246.0330192983	-09.1034311757	 80345	 8.68	246.03303264	-09.10345220
246.0344955793	+11.4248264446	 80347	 7.67	246.03442285	+11.42491008
246.0388506212	+48.3529046723	 80346	10.27	246.03466158	+48.35400404
246.0378504786	+16.1560853244	 80348	 8.51	246.03791159	+16.15608513
246.0428393724	+22.3693162056	 80350	 9.24	246.04280502	+22.36973815
246.0433501048	+37.0366198672	 80349	 7.77	246.04366613	+37.03659126
246.0451247098	+06.9482072378	 80351	 5.83	246.04511352	+06.94817146
246.0471208956	+07.4591820596	 80352	 7.99	246.04712168	+07.45942407
246.0494572730	-55.8292480633	 80353	10.16	246.04954274	-55.82919148
246.0498801647	-11.8977828369	 80354	 7.56	246.04988553	-11.89770083
246.0538663564	-23.5003934302	 80355	 8.83	246.05398406	-23.50025659
246.0550244022	-11.2184461976	 80356	 9.87	246.05520462	-11.21832484
